lat,long,time,pm
22.52,88.34,3/29/2023 21:00,40.81135005
22.54,88.34,3/29/2023 21:00,38.8151965
22.54,88.35,3/29/2023 21:00,39.06714022
22.56,88.35,3/29/2023 21:00,37.53135563
22.56,88.39,3/29/2023 21:00,39.54708719
22.57,88.36,3/29/2023 21:00,37.46166907
22.57,88.37,3/29/2023 21:00,37.43940905
22.59,88.36,3/29/2023 21:00,36.38383438
22.6,88.41,3/29/2023 21:00,38.0113026
22.46,88.37,3/29/2023 22:00,33.46167318
22.5,88.35,3/29/2023 22:00,35.86778105
22.51,88.36,3/29/2023 22:00,35.11999065
22.52,88.34,3/29/2023 22:00,38.34969472
22.54,88.34,3/29/2023 22:00,37.06979343
22.54,88.35,3/29/2023 22:00,37.68357122
22.56,88.35,3/29/2023 22:00,36.60074927
22.56,88.39,3/29/2023 22:00,38.17660032
22.57,88.36,3/29/2023 22:00,36.93310056
22.57,88.37,3/29/2023 22:00,37.73626622
22.59,88.36,3/29/2023 22:00,37.44795458
22.6,88.41,3/29/2023 22:00,36.76142708
22.46,88.37,3/29/2023 23:00,34.99848354
22.5,88.35,3/29/2023 23:00,34.99521855
22.51,88.36,3/29/2023 23:00,32.54278765
22.52,88.34,3/29/2023 23:00,35.81805602
22.54,88.34,3/29/2023 23:00,34.77176485
22.54,88.35,3/29/2023 23:00,35.16576194
22.56,88.35,3/29/2023 23:00,33.69698366
22.56,88.39,3/29/2023 23:00,36.21662422
22.57,88.36,3/29/2023 23:00,34.20891186
22.57,88.37,3/29/2023 23:00,35.75271319
22.59,88.36,3/29/2023 23:00,34.05151419
22.6,88.41,3/29/2023 23:00,35.58944517
22.46,88.37,3/30/2023 0:00,36.55165798
22.5,88.35,3/30/2023 0:00,35.87276338
22.51,88.36,3/30/2023 0:00,35.66638395
22.52,88.34,3/30/2023 0:00,35.66102344
22.54,88.34,3/30/2023 0:00,36.10706746
22.54,88.35,3/30/2023 0:00,36.16335276
22.56,88.35,3/30/2023 0:00,33.87709751
22.56,88.39,3/30/2023 0:00,36.65944338
22.57,88.36,3/30/2023 0:00,34.82054633
22.57,88.37,3/30/2023 0:00,36.26369552
22.59,88.36,3/30/2023 0:00,34.17680739
22.6,88.41,3/30/2023 0:00,34.08104062
22.46,88.37,3/30/2023 1:00,34.64123151
22.5,88.35,3/30/2023 1:00,35.21229037
22.51,88.36,3/30/2023 1:00,33.74083183
22.52,88.34,3/30/2023 1:00,35.66525302
22.54,88.34,3/30/2023 1:00,35.95536526
22.54,88.35,3/30/2023 1:00,36.41904891
22.56,88.35,3/30/2023 1:00,34.96903239
22.56,88.39,3/30/2023 1:00,37.13451497
22.57,88.36,3/30/2023 1:00,35.23705763
22.57,88.37,3/30/2023 1:00,35.66061728
22.59,88.36,3/30/2023 1:00,35.32710364
22.6,88.41,3/30/2023 1:00,34.31756975
